@relation 'maven 3.3.3-3.3.9'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
14,0,33,46,0,84,369,yes
5,0,20,33,0,81,119,no
1,0,4,48,0,100,20,no
5,0,13,26,0,58,149,no
2,0,6,19,0,50,30,no
1,0,4,48,0,0,19,no
3,0,8,21,0,62,40,no
12,0,10,23,0,63,114,no
2,0,5,49,0,60,25,no
6,0,15,28,0,73,87,no
12,0,4,17,0,75,53,yes
4,0,6,19,0,50,39,yes
6,0,6,19,0,61,56,yes
7,0,23,36,0,88,124,no
13,0,33,46,0,91,208,yes
11,0,14,27,1,67,159,no
1,0,16,29,0,90,78,no
1,0,9,22,0,77,43,no
8,0,5,18,0,60,65,no
1,0,2,15,0,0,13,no
29,0,23,36,0,95,219,yes
5,0,6,58,2,16,37,no
4,0,6,50,0,66,38,no
23,0,17,31,0,0,254,yes
4,0,2,15,0,0,13,yes
7,0,2,15,0,50,94,yes
5,0,2,15,1,0,48,yes
10,0,9,22,0,72,108,no
1,0,1,14,0,0,8,no
1,0,0,13,0,0,5,yes
5,0,4,17,1,50,26,no
28,0,8,21,0,75,182,no
7,0,4,17,0,0,23,no
8,0,2,15,1,0,20,no
7,0,12,25,0,83,103,no
4,0,3,16,0,33,21,no
6,0,9,22,0,75,102,no
9,0,4,17,0,37,30,no
2,0,2,20,1,0,13,no
6,0,3,47,0,33,37,yes
3,0,3,22,1,0,17,no
2,0,2,20,1,0,13,no
10,0,2,15,0,50,56,yes
4,0,8,21,0,62,52,yes
4,0,6,19,0,55,38,no
12,0,7,20,1,85,80,no
7,0,1,14,1,0,20,yes
9,0,4,17,0,0,64,yes
9,0,3,16,0,0,67,yes
1,0,4,52,0,25,27,no
5,0,3,16,0,0,75,yes
19,0,8,21,1,80,89,yes
4,0,3,16,0,66,21,no
1,0,5,49,0,60,29,no
3,0,8,22,0,0,196,no
6,0,2,15,1,0,87,yes
8,0,6,19,0,83,179,yes
5,0,11,24,1,9,176,no
5,0,1,14,0,0,8,yes
3,0,1,14,0,0,8,no
3,0,1,14,0,0,7,no
3,0,1,14,0,0,7,no
2,0,3,16,1,0,16,no
2,0,3,16,1,0,16,no
2,0,3,16,1,0,16,no
20,0,3,16,0,66,73,no
16,0,7,20,0,38,125,no
2,0,4,17,0,50,28,no
4,0,3,16,0,33,21,no
6,0,3,47,0,33,42,yes
10,0,4,17,0,0,38,no
11,3,10,23,0,76,114,yes
16,1,5,18,0,80,82,yes
11,0,2,20,1,0,40,yes
16,0,5,18,0,25,86,yes
14,0,6,19,0,58,86,yes
4,0,1,14,0,0,34,yes
8,0,9,22,0,66,100,yes
9,0,4,17,0,0,63,yes
1,0,4,52,0,25,27,no
