@relation 'Jabref 3.1-3.2 data'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
10,0,2,35,0,0,25,no
39,0,17,716,0,88,211,no
8,0,2,35,0,0,9,no
9,0,2,35,0,0,25,no
7,0,2,15,0,0,17,no
3,0,3,752,1,0,11,no
5,2,6,749,0,50,60,no
5,0,3,752,1,0,12,no
29,0,6,756,0,80,168,no
51,0,11,772,0,80,280,yes
7,4,3,36,0,0,18,no
15,0,3,21,1,41,25,yes
12,0,6,830,0,33,43,no
6,0,1,14,0,0,36,no
5,0,1,14,0,0,23,no
11,0,7,20,0,0,39,no
49,0,17,716,0,80,209,no
45,0,8,21,0,82,315,no
8,0,1,14,0,0,17,no
15,0,5,18,0,0,65,no
18,0,4,26,0,0,85,no
18,0,3,21,1,33,50,no
11,0,5,704,0,60,46,no
19,4,9,22,1,74,69,yes
3,0,1,14,0,0,5,no
3,0,1,14,0,0,5,no
3,0,1,14,0,0,5,no
24,0,20,33,0,80,194,yes
5,0,2,15,0,0,11,no
37,0,6,756,0,75,339,yes
6,0,2,35,0,50,13,yes
15,0,2,35,0,0,41,yes
9,0,2,35,0,0,12,no
15,0,2,35,0,0,33,yes
6,0,2,35,0,0,12,yes
15,0,2,891,0,0,23,yes
12,0,7,37,0,71,68,yes
9,0,2,35,0,0,12,no
11,0,4,17,0,37,39,no
3,0,6,70,0,44,32,no
3,0,6,47,0,50,27,no
4,0,5,31,0,53,29,no
7,0,7,33,0,65,57,no
7,0,5,31,0,46,36,yes
8,0,5,31,0,40,37,no
4,0,7,33,0,71,40,no
5,0,5,31,0,50,35,no
7,0,5,31,0,46,36,yes
8,0,5,31,0,40,37,no
5,0,5,31,0,40,50,no
28,0,6,19,0,70,117,yes
2,0,3,16,0,33,15,yes
3,0,2,15,0,0,18,no
4,0,2,15,0,25,16,no
4,0,2,15,0,0,30,no
3,0,1,14,0,0,6,no
14,0,4,17,0,25,62,no
7,0,1,14,0,0,18,no
4,0,1,14,0,0,25,no
14,0,13,65,0,91,91,yes
17,0,4,17,0,43,54,no
2,24,5,18,0,60,19,no
18,0,5,23,1,55,60,yes
23,0,3,21,1,33,75,no
10,0,7,39,0,0,81,yes
38,0,4,17,0,33,131,yes
17,0,2,15,0,0,72,yes
14,0,2,15,0,0,33,yes
7,0,6,74,0,66,114,yes
17,0,3,16,0,50,48,yes
31,0,9,22,0,72,126,yes
6,0,4,29,1,0,20,no
18,2,12,25,0,66,90,yes
23,0,7,20,0,42,119,yes
12,0,2,15,0,0,38,no
21,0,7,32,1,0,72,no
8,0,3,16,0,33,22,no
54,0,18,31,0,91,306,yes
26,0,8,21,0,0,105,no
14,0,1,14,0,0,24,yes
21,0,8,21,0,86,105,yes
6,0,1,14,0,0,27,no
19,0,6,19,0,77,89,yes
5,0,3,16,0,66,42,yes
1,0,1,14,0,0,10,yes
24,0,5,18,0,80,73,yes
13,0,6,19,0,80,90,yes
24,0,6,19,0,83,88,yes
18,0,2,15,0,50,24,no
44,0,7,29,2,79,220,yes
3,0,1,14,0,0,5,no
13,0,2,35,0,0,18,no
34,0,14,27,0,89,223,yes
23,0,8,21,0,68,120,yes
19,0,7,20,0,85,336,yes
13,0,5,18,0,0,47,yes
40,0,10,23,0,88,349,yes
4,0,4,38,0,56,57,yes
27,0,7,20,0,85,65,yes
24,0,5,18,0,80,70,no
25,0,9,22,0,88,98,no
24,0,8,21,0,84,160,yes
25,0,7,20,0,89,151,no
1,0,1,14,0,75,13,no
33,0,12,25,0,86,162,yes
22,0,7,20,0,87,94,yes
15,0,6,19,0,80,97,yes
16,0,4,30,1,0,236,yes
11,0,4,30,1,0,20,no
10,0,5,18,0,0,68,no
8,0,7,38,0,61,63,yes
18,0,4,30,1,75,46,yes
38,0,37,50,0,88,579,yes
18,0,72,85,0,0,735,no
14,0,5,31,1,80,98,yes
13,0,4,17,0,0,58,no
18,0,5,31,1,0,201,yes
8,0,3,16,0,33,20,yes
6,0,5,18,0,19,35,no
34,0,4,30,1,75,138,yes
8,18,13,26,0,88,58,yes
16,0,4,30,1,0,98,yes
24,0,11,37,1,90,279,yes
15,0,20,33,0,95,331,yes
9,0,3,16,0,33,158,yes
4,0,2,15,0,0,46,no
12,0,8,39,0,71,476,yes
20,0,5,31,1,80,67,yes
20,0,4,30,1,0,200,yes
12,0,4,30,1,0,30,yes
13,0,8,21,0,56,123,no
17,0,5,31,1,80,166,yes
22,0,10,36,1,73,396,yes
8,0,4,30,1,0,17,no
23,0,14,40,1,77,210,yes
22,0,4,30,1,0,210,yes
13,0,4,17,0,0,72,no
18,0,4,30,1,0,148,yes
17,0,4,30,1,62,122,yes
14,0,3,16,0,25,36,no
6,0,2,15,0,0,16,no
12,0,5,18,0,67,613,yes
36,0,4,754,0,75,215,yes
9,0,5,35,0,60,39,yes
1,0,2,15,0,58,22,no
4,0,5,21,0,50,23,no
54,0,18,31,0,85,258,yes
2,0,1,14,0,0,8,no
13,0,2,15,0,0,75,yes
19,0,2,38,1,0,47,yes
9,0,4,17,0,50,36,no
25,0,5,847,0,80,160,yes
26,0,3,21,1,22,83,yes
7,0,6,37,0,63,75,no
49,0,11,47,1,75,283,yes
5,0,2,15,0,0,13,yes
12,0,8,21,0,70,53,no
2,0,3,16,0,0,11,no
10,0,24,37,0,91,93,yes
9,0,5,18,0,80,179,no
3,0,4,17,0,37,17,no
9,0,3,16,0,50,46,no
4,0,2,15,0,0,15,no
25,0,3,753,0,66,130,yes
8,0,7,37,0,66,45,yes
