@relation 'logical DOC 8.3.4 new'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
0,0,30,12,1,100,128,no
1,0,13,8,1,25,51,no
47,0,37,14,1,85,227,yes
2,0,17,9,1,68,76,yes
0,3,11,4,2,0,99,yes
2,4,12,6,2,0,317,no
2,12,2,7,2,50,1083,no
1,3,0,5,2,0,102,no
1,0,19,5,2,0,67,no
1,5,1,3,1,0,8,no
0,0,2,2,1,0,14,no
0,0,4,2,1,0,14,no
0,0,2,2,1,25,12,no
1,0,36,13,1,38,127,no
2,0,3,3,1,33,14,no
0,0,60,29,3,80,238,yes
1,0,36,12,1,25,147,no
1,0,3,3,1,0,13,no
0,1,9,4,2,0,49,no
1,0,52,40,2,0,336,yes
2,0,4,4,1,25,20,no
0,1,48,22,1,71,217,no
3,0,30,17,1,72,104,no
2,0,34,11,1,47,174,no
